C:\Users_Data\porat\Efrat\2017_Feb_11 Xp_Pv mid log colony starter 17_1_2017\17starter  C 0_5hr Syber CM-EDF_14_26 Oct.daf		
focused & single		
Control 0.5 hour lap		
Object Number	"Length_Component(1, Area, Object(M01, BF, Tight), Descending)"	Legth category
3331	9.333333333	7-12
3332	9.333333333	7-12
3334	7	3-7
3335	7.333333333	7-12
3336	10.33333333	7-12
3337	10.33333333	7-12
3338	44	12+
3341	16	12+
3343	7.333333333	7-12
3344	7.666666667	7-12
3345	11.66666667	7-12
3347	7.333333333	7-12
3348	11.66666667	7-12
3350	11.33333333	7-12
3351	25	12+
3354	4.666666667	3-7
3356	9	7-12
3357	9.333333333	7-12
3358	6.666666667	3-7
3359	20.66666667	12+
3360	9.333333333	7-12
3361	4.666666667	3-7
3364	5.666666667	3-7
3365	7	3-7
3366	8.666666667	7-12
3368	13.33333333	12+
3369	11	7-12
3370	12.33333333	12+
3371	8.666666667	7-12
3375	8.333333333	7-12
3377	14.66666667	12+
3378	8.333333333	7-12
3379	10.66666667	7-12
3380	18	12+
3381	6.666666667	3-7
3382	8.333333333	7-12
3383	7	3-7
3385	13	12+
3386	11.66666667	7-12
3387	9.666666667	7-12
3388	12.66666667	12+
3392	8	7-12
3393	7.333333333	7-12
3395	11	7-12
3396	6.333333333	3-7
3397	10	7-12
3398	4.333333333	3-7
3399	8.666666667	7-12
3400	10	7-12
3401	16.66666667	12+
3402	8.333333333	7-12
3403	8.666666667	7-12
3407	9	7-12
3408	12.66666667	12+
3409	6.333333333	3-7
3410	6.333333333	3-7
3411	3.333333333	3-7
3412	7.333333333	7-12
3414	20.33333333	12+
3415	11	7-12
3416	6	3-7
3417	8.333333333	7-12
3418	12.33333333	12+
3419	8	7-12
3420	9.666666667	7-12
3421	10.33333333	7-12
3422	10.33333333	7-12
3424	6	3-7
3425	12	7-12
3426	10.66666667	7-12
3427	22.33333333	12+
3428	8	7-12
3429	18.33333333	12+
3431	6.666666667	3-7
3432	8.333333333	7-12
3433	18.66666667	12+
3434	8	7-12
3435	24.66666667	12+
3436	12	7-12
3437	9.666666667	7-12
3438	9.666666667	7-12
3441	11	7-12
3442	9.666666667	7-12
3443	9.333333333	7-12
3445	8.666666667	7-12
3446	5	3-7
3448	11	7-12
3449	10.66666667	7-12
3452	12.33333333	12+
3454	7	3-7
3455	5.666666667	3-7
3456	19	12+
3457	10	7-12
3459	10.66666667	7-12
3460	7.666666667	7-12
3461	8.333333333	7-12
3462	15.66666667	12+
3464	11	7-12
3466	6.666666667	3-7
3467	10	7-12
3468	10.66666667	7-12
3471	13	12+
3472	8.333333333	7-12
3473	14	12+
3474	6	3-7
3475	6.333333333	3-7
3477	7	3-7
3479	8.666666667	7-12
3480	8	7-12
3482	7	3-7
3483	7.333333333	7-12
3484	5.666666667	3-7
3486	9.666666667	7-12
3487	9	7-12
3488	16	12+
3489	15	12+
3490	10.66666667	7-12
3491	18.66666667	12+
3492	8	7-12
3493	14.33333333	12+
3494	7.333333333	7-12
3495	7.666666667	7-12
3499	7	3-7
3501	7.333333333	7-12
3502	3.666666667	3-7
3503	4.333333333	3-7
3505	8.333333333	7-12
3506	7.666666667	7-12
3507	7	3-7
3508	13.66666667	12+
3509	10.33333333	7-12
3512	5.666666667	3-7
3513	10	7-12
3516	10.33333333	7-12
3517	11	7-12
3522	11	7-12
3523	13.33333333	12+
3524	27.33333333	12+
3527	5.333333333	3-7
3528	8.666666667	7-12
3530	10.66666667	7-12
3531	16	12+
3532	8.333333333	7-12
3533	14.33333333	12+
3534	30.33333333	12+
3535	9.333333333	7-12
3536	11.66666667	7-12
3538	7.333333333	7-12
3541	14.33333333	12+
3542	7.666666667	7-12
3543	10	7-12
3544	8	7-12
3545	17.66666667	12+
3546	8.333333333	7-12
3548	30	12+
3549	15	12+
3550	4.333333333	3-7
3551	11	7-12
3554	17	12+
3555	6.666666667	3-7
3556	7.666666667	7-12
3557	9.333333333	7-12
3558	7.666666667	7-12
3559	10	7-12
3560	6.666666667	3-7
3561	12.33333333	12+
3562	8.333333333	7-12
3563	9.333333333	7-12
3564	10.33333333	7-12
3565	10.33333333	7-12
3566	9.666666667	7-12
3567	7.666666667	7-12
3568	9	7-12
3570	4.333333333	3-7
3571	14.66666667	12+
3572	13	12+
3573	8	7-12
3574	11	7-12
3575	8	7-12
3576	11.66666667	7-12
3578	2.666666667	#NAME?
3579	4	3-7
3584	9	7-12
3585	14.33333333	12+
3586	7	3-7
3587	8.666666667	7-12
3588	9	7-12
3591	3.666666667	3-7
3592	15.33333333	12+
3593	6.666666667	3-7
3595	9.333333333	7-12
3596	15.66666667	12+
3598	7.666666667	7-12
3603	7	3-7
3604	10.66666667	7-12
3606	9.333333333	7-12
3607	4.333333333	3-7
3608	10.33333333	7-12
3609	7.666666667	7-12
3612	7.333333333	7-12
3616	7.333333333	7-12
3617	9	7-12
3618	4.333333333	3-7
3619	10.33333333	7-12
3620	10	7-12
3622	12	7-12
3624	7.333333333	7-12
3626	8.666666667	7-12
3627	9	7-12
3628	13	12+
3630	8.666666667	7-12
3631	5.333333333	3-7
3634	4	3-7
3635	2.666666667	#NAME?
3636	11	7-12
3638	6	3-7
3640	7	3-7
3642	3.666666667	3-7
3644	9	7-12
3645	8	7-12
3646	7	3-7
3648	11	7-12
3649	12.66666667	12+
3650	8	7-12
3651	12.66666667	12+
3652	11	7-12
3653	5	3-7
3654	12.33333333	12+
3656	9.666666667	7-12
3657	9.333333333	7-12
3660	5.333333333	3-7
3661	5.666666667	3-7
3662	7.333333333	7-12
3664	10	7-12
3665	13	12+
3666	6	3-7
3667	9.333333333	7-12
3668	12.33333333	12+
3669	9	7-12
3670	7.666666667	7-12
3671	12.66666667	12+
3673	3.666666667	3-7
3675	9.666666667	7-12
3676	20.66666667	12+
3677	7.333333333	7-12
3678	8.333333333	7-12
3679	6.666666667	3-7
3680	7	3-7
3681	8.333333333	7-12
3682	8	7-12
3684	5.333333333	3-7
3686	9.333333333	7-12
3687	14	12+
3688	9.333333333	7-12
3689	8	7-12
3690	8	7-12
3691	11.66666667	7-12
3692	10	7-12
3693	8	7-12
3694	9	7-12
3695	9.666666667	7-12
3696	8.333333333	7-12
3697	13	12+
3698	7.666666667	7-12
3700	2.666666667	#NAME?
3701	8	7-12
3702	21	12+
3703	8	7-12
3704	11.33333333	7-12
3705	3	#NAME?
3706	9.666666667	7-12
3708	6.333333333	3-7
3710	9	7-12
3711	7	3-7
3712	10.33333333	7-12
3713	11.66666667	7-12
3714	7	3-7
3715	8.666666667	7-12
3716	11.66666667	7-12
3718	5.333333333	3-7
3720	4.666666667	3-7
3721	9	7-12
3722	9	7-12
3723	14.66666667	12+
3725	9.666666667	7-12
3726	10.33333333	7-12
3727	6.666666667	3-7
3728	18.33333333	12+
3729	8	7-12
3730	18	12+
3734	7.666666667	7-12
3735	29.33333333	12+
3738	7	3-7
3739	9.333333333	7-12
3740	14	12+
3741	9.333333333	7-12
3742	8.333333333	7-12
3744	10.66666667	7-12
3745	11.33333333	7-12
3747	5.666666667	3-7
3749	2	#NAME?
3750	6.333333333	3-7
3751	8	7-12
3752	6.666666667	3-7
3753	7.666666667	7-12
3754	5.666666667	3-7
3755	7	3-7
3756	12	7-12
3758	8	7-12
3759	7.666666667	7-12
3760	12.33333333	12+
3761	8	7-12
3762	13.66666667	12+
3763	7.333333333	7-12
3764	14	12+
3765	9.666666667	7-12
3766	9	7-12
3767	11	7-12
3768	6.666666667	3-7
3769	12.66666667	12+
3770	9	7-12
3771	12.66666667	12+
3772	6.333333333	3-7
3773	8.333333333	7-12
3774	11.33333333	7-12
3775	8.666666667	7-12
3776	10.33333333	7-12
3777	8.666666667	7-12
3778	14.33333333	12+
3779	10	7-12
3781	11	7-12
3782	12.66666667	12+
3783	45	12+
3784	6	3-7
3785	11.33333333	7-12
3786	6.333333333	3-7
3787	13.33333333	12+
3788	16	12+
3789	9	7-12
3790	15.66666667	12+
3791	11.33333333	7-12
3792	9.333333333	7-12
3794	11.33333333	7-12
3796	10.33333333	7-12
3797	7	3-7
3799	3.333333333	3-7
3800	27.33333333	12+
3801	11.33333333	7-12
3803	11	7-12
3804	25	12+
3805	10.66666667	7-12
3806	8.333333333	7-12
3807	11.33333333	7-12
3808	16.33333333	12+
3809	11	7-12
3810	5	3-7
3811	11.33333333	7-12
3812	7.666666667	7-12
3813	9.333333333	7-12
3815	12.66666667	12+
3816	10.33333333	7-12
3817	21.33333333	12+
3818	7.666666667	7-12
3819	2	#NAME?
3820	8	7-12
3821	7	3-7
3822	9.333333333	7-12
3823	7.333333333	7-12
3824	10	7-12
3825	15.33333333	12+
3826	6.666666667	3-7
3827	7	3-7
3828	7.333333333	7-12
3829	11.33333333	7-12
3830	11.66666667	7-12
3831	9.333333333	7-12
3832	8.666666667	7-12
3833	3	#NAME?
3835	9.666666667	7-12
3836	23.66666667	12+
3837	12	7-12
3838	11.66666667	7-12
3839	7.333333333	7-12
3840	5.333333333	3-7
3841	8.333333333	7-12
3842	13.33333333	12+
3843	8.666666667	7-12
3844	11	7-12
3845	12.66666667	12+
3847	2.333333333	#NAME?
3848	22	12+
3851	7	3-7
3852	8.333333333	7-12
3853	3.333333333	3-7
3854	5	3-7
3855	11.66666667	7-12
3856	8.666666667	7-12
3857	7.333333333	7-12
3858	11.33333333	7-12
3859	6.666666667	3-7
3860	12	7-12
3861	9.333333333	7-12
3862	7	3-7
3863	11.33333333	7-12
3864	6.333333333	3-7
3865	9	7-12
3867	7.666666667	7-12
3868	8.333333333	7-12
3870	48	12+
3871	7	3-7
3872	8	7-12
3873	10.33333333	7-12
3874	4.333333333	3-7
3877	8.666666667	7-12
3879	11	7-12
3881	13	12+
3884	9.666666667	7-12
3885	10.33333333	7-12
3886	9.666666667	7-12
3887	17	12+
3888	9.333333333	7-12
3889	11.66666667	7-12
3892	8	7-12
3893	11	7-12
3895	9.333333333	7-12
3896	6.666666667	3-7
3897	16.66666667	12+
3898	10.66666667	7-12
3899	12	7-12
3900	10	7-12
3901	8.666666667	7-12
3902	6.333333333	3-7
3904	11.33333333	7-12
3905	9	7-12
3906	3.333333333	3-7
3907	10.33333333	7-12
3909	10	7-12
3910	33	12+
3912	9	7-12
3914	12.66666667	12+
3915	10.33333333	7-12
3916	11	7-12
3917	9	7-12
3918	8.333333333	7-12
3919	13.33333333	12+
3920	4	3-7
3921	9.666666667	7-12
3922	7.333333333	7-12
3923	6	3-7
3924	12.66666667	12+
3925	24.33333333	12+
3927	8	7-12
3929	11.66666667	7-12
3931	15.33333333	12+
3932	8.333333333	7-12
3933	8.666666667	7-12
3934	12.66666667	12+
3936	12.33333333	12+
3938	8	7-12
3939	13.33333333	12+
3940	5.333333333	3-7
3941	6.666666667	3-7
3942	7.333333333	7-12
3943	7.333333333	7-12
3944	7.666666667	7-12
3945	9	7-12
3946	10.66666667	7-12
3947	25	12+
3948	11	7-12
3949	14	12+
3950	6.666666667	3-7
3951	8	7-12
3952	17	12+
3954	4.333333333	3-7
3956	9.666666667	7-12
3957	8.333333333	7-12
3958	5	3-7
3959	10	7-12
3960	8	7-12
3961	7	3-7
3963	10.66666667	7-12
3965	8.666666667	7-12
3966	12.33333333	12+
3967	8.666666667	7-12
3968	6	3-7
3969	13.66666667	12+
3970	12.66666667	12+
3971	6	3-7
3972	14	12+
3973	10	7-12
3974	11.33333333	7-12
3975	3.666666667	3-7
3978	21.66666667	12+
3981	7.333333333	7-12
3983	9	7-12
3984	9.333333333	7-12
3985	7.666666667	7-12
3986	9.666666667	7-12
3987	11	7-12
3989	6.666666667	3-7
3990	6	3-7
3991	5.666666667	3-7
3993	7.333333333	7-12
3994	9	7-12
3995	10.33333333	7-12
3996	14.33333333	12+
3997	8	7-12
3998	11	7-12
3999	7	3-7
4000	7.666666667	7-12
4001	8	7-12
4003	8.333333333	7-12
4004	8.666666667	7-12
4005	10	7-12
4006	11.33333333	7-12
4007	4.333333333	3-7
4008	7.333333333	7-12
4012	8	7-12
4013	7.333333333	7-12
4014	3	#NAME?
4015	4.333333333	3-7
4016	20	12+
4018	7	3-7
4020	12	7-12
4021	8.333333333	7-12
4022	9.666666667	7-12
4023	12.33333333	12+
4024	7	3-7
4025	6.666666667	3-7
4027	15	12+
4028	13.33333333	12+
4029	9.666666667	7-12
4030	7.333333333	7-12
4031	11.33333333	7-12
4032	10.33333333	7-12
4033	10.33333333	7-12
4034	8	7-12
4035	13.33333333	12+
4036	6.333333333	3-7
4038	7	3-7
4039	2.333333333	#NAME?
4040	9.333333333	7-12
4044	12.33333333	12+
4046	17.33333333	12+
4048	19.66666667	12+
4049	11.33333333	7-12
4050	8	7-12
4051	9.666666667	7-12
4052	20	12+
4053	17	12+
4054	5.666666667	3-7
4055	14	12+
4056	9.333333333	7-12
4058	12.33333333	12+
4059	11.33333333	7-12
4060	4.666666667	3-7
4061	12.66666667	12+
4062	6.333333333	3-7
4065	9	7-12
4066	10.66666667	7-12
4068	6.666666667	3-7
4070	9.666666667	7-12
4071	12.66666667	12+
4073	7.333333333	7-12
4074	11	7-12
4075	10	7-12
4076	11.66666667	7-12
4077	5.333333333	3-7
4078	11	7-12
4079	2.666666667	#NAME?
4080	6.333333333	3-7
4081	9	7-12
4082	7.333333333	7-12
4083	9	7-12
4084	5.333333333	3-7
4085	9.333333333	7-12
4088	11.66666667	7-12
4090	23	12+
4091	17.33333333	12+
4092	14	12+
4093	5.666666667	3-7
4094	8.666666667	7-12
4095	12	7-12
4096	7	3-7
4097	12	7-12
4099	5.666666667	3-7
4101	6.666666667	3-7
4105	7.333333333	7-12
4106	11.66666667	7-12
4107	10	7-12
4108	8.666666667	7-12
4109	9	7-12
4111	18.66666667	12+
4112	7.333333333	7-12
4113	7	3-7
4114	3.333333333	3-7
4115	16.66666667	12+
4116	7.333333333	7-12
4117	7.666666667	7-12
4118	9.333333333	7-12
4120	15.33333333	12+
4121	7.666666667	7-12
4122	10	7-12
4123	11.33333333	7-12
4125	5.666666667	3-7
4127	7.333333333	7-12
4128	7.666666667	7-12
4129	7.666666667	7-12
4130	11.33333333	7-12
4131	8.666666667	7-12
4132	6	3-7
4133	15.33333333	12+
4134	15.66666667	12+
4136	9.666666667	7-12
4137	6	3-7
4138	21	12+
4139	10.66666667	7-12
4140	6.666666667	3-7
4141	15	12+
4142	17.66666667	12+
4143	8.333333333	7-12
4144	3.666666667	3-7
4146	10.66666667	7-12
4147	6	3-7
4149	5	3-7
4150	8	7-12
4152	11	7-12
4154	7.666666667	7-12
4155	11.66666667	7-12
4156	8.666666667	7-12
4157	6.666666667	3-7
4159	13	12+
4162	6.666666667	3-7
4163	11.66666667	7-12
4164	11	7-12
4165	15.33333333	12+
4166	9.333333333	7-12
4167	8	7-12
4168	10.66666667	7-12
4170	8.333333333	7-12
4171	8.666666667	7-12
4173	7.333333333	7-12
4174	7	3-7
4176	11	7-12
4177	8.333333333	7-12
4178	11	7-12
4179	11.33333333	7-12
4180	5.333333333	3-7
4181	8.666666667	7-12
4182	11.66666667	7-12
4183	7.666666667	7-12
4186	5	3-7
4188	10.33333333	7-12
4189	3	#NAME?
4190	3.666666667	3-7
4191	9	7-12
4193	2.666666667	#NAME?
4194	12.33333333	12+
4195	8.666666667	7-12
4196	8.333333333	7-12
4197	7.666666667	7-12
4198	8.333333333	7-12
4199	14	12+
4200	8.333333333	7-12
4201	6.666666667	3-7
4203	5.666666667	3-7
4204	11.33333333	7-12
4207	7.333333333	7-12
4208	11.66666667	7-12
4209	7.666666667	7-12
4210	8.333333333	7-12
4211	8.666666667	7-12
4212	9	7-12
4214	8.666666667	7-12
4215	21.66666667	12+
4216	10.33333333	7-12
4217	3	#NAME?
4218	11.33333333	7-12
4219	10.66666667	7-12
4220	11	7-12
4221	9.333333333	7-12
4223	10.66666667	7-12
4224	14.66666667	12+
4225	4	3-7
4226	2.666666667	#NAME?
4227	8	7-12
4228	9.666666667	7-12
4230	7	3-7
4231	7.333333333	7-12
4232	5.333333333	3-7
4234	11.66666667	7-12
4236	10	7-12
4237	9.333333333	7-12
4238	10.66666667	7-12
4239	53	12+
4240	9.666666667	7-12
4241	11.33333333	7-12
4243	21.33333333	12+
4244	21	12+
4245	7.333333333	7-12
4246	7.666666667	7-12
4247	7.666666667	7-12
4248	10.33333333	7-12
4249	10	7-12
4250	9	7-12
4251	9	7-12
4252	6.666666667	3-7
4254	6.333333333	3-7
4256	7	3-7
4257	6	3-7
4259	21	12+
4260	6.666666667	3-7
4261	11.66666667	7-12
4263	11	7-12
4264	7	3-7
4266	7.666666667	7-12
4268	7	3-7
4271	9	7-12
4272	5.333333333	3-7
4274	12	7-12
4275	11	7-12
4276	10	7-12
4277	8.333333333	7-12
4278	6.666666667	3-7
4279	4.333333333	3-7
4280	9.333333333	7-12
4281	12	7-12
4283	4	3-7
4285	8.666666667	7-12
4286	11	7-12
4287	7	3-7
4288	23.66666667	12+
4289	10.33333333	7-12
4291	6.333333333	3-7
4292	8	7-12
4293	9	7-12
4294	10	7-12
4295	7.333333333	7-12
4296	19	12+
4297	5.666666667	3-7
4298	8	7-12
4299	3.333333333	3-7
4300	3.333333333	3-7
4302	10.66666667	7-12
4304	8.333333333	7-12
4305	10	7-12
4306	8.333333333	7-12
4307	16.33333333	12+
4308	7.666666667	7-12
4309	6	3-7
4311	3.666666667	3-7
4314	7	3-7
4315	8.666666667	7-12
4317	4.666666667	3-7
4318	4	3-7
4321	4	3-7
4322	12	7-12
4324	11.66666667	7-12
4326	10.33333333	7-12
4327	11.66666667	7-12
4328	5	3-7
4329	6.333333333	3-7
4330	25.33333333	12+
4331	7.666666667	7-12
4333	10	7-12
4335	11	7-12
4339	8.333333333	7-12
4340	10.33333333	7-12
4341	7.666666667	7-12
4342	8.333333333	7-12
4343	24	12+
4344	11.33333333	7-12
4345	9	7-12
4346	8.666666667	7-12
4347	6.333333333	3-7
4348	10	7-12
4349	10.33333333	7-12
4350	14.33333333	12+
4352	12	7-12
4353	12.66666667	12+
4355	12.66666667	12+
4356	7.333333333	7-12
4358	10.33333333	7-12
4359	12.33333333	12+
4360	10.33333333	7-12
4361	14.66666667	12+
4362	8.666666667	7-12
4365	11.33333333	7-12
4366	8.666666667	7-12
4368	7	3-7
4369	6.333333333	3-7
4370	8.666666667	7-12
4371	10	7-12
4372	23	12+
4373	7.333333333	7-12
4374	8.666666667	7-12
4375	9	7-12
4376	10.66666667	7-12
4377	8.333333333	7-12
4378	11.33333333	7-12
4381	8.333333333	7-12
4382	7	3-7
4383	14	12+
4384	4.333333333	3-7
4386	17	12+
4387	7	3-7
4388	9	7-12
4389	9.666666667	7-12
4390	10	7-12
4391	3.333333333	3-7
4395	6.333333333	3-7
4396	7.333333333	7-12
4397	7	3-7
4398	6.333333333	3-7
4399	15.33333333	12+
4400	9.333333333	7-12
4401	9.333333333	7-12
4402	17	12+
4403	8.333333333	7-12
4404	16.66666667	12+
4405	8.333333333	7-12
4406	5.666666667	3-7
4407	6.333333333	3-7
4408	7	3-7
4409	11.33333333	7-12
4410	7.333333333	7-12
4411	7	3-7
4412	11.33333333	7-12
4413	10	7-12
4414	16.33333333	12+
4415	13.66666667	12+
4416	19	12+
4418	5.666666667	3-7
4419	6	3-7
4420	9	7-12
4421	11	7-12
4422	11.33333333	7-12
4423	10.33333333	7-12
4424	3.333333333	3-7
4425	9	7-12
4426	7.333333333	7-12
4427	8.666666667	7-12
4428	12	7-12
4431	3.666666667	3-7
4434	16.33333333	12+
4435	8.333333333	7-12
4436	12	7-12
4437	6.333333333	3-7
4439	7	3-7
4442	10	7-12
4443	12	7-12
4445	20.66666667	12+
4447	9.333333333	7-12
4448	6.666666667	3-7
4449	6.666666667	3-7
4450	9	7-12
4452	7	3-7
4453	9.666666667	7-12
4454	8.666666667	7-12
4456	18	12+
4457	8	7-12
4458	8	7-12
4459	12	7-12
4460	10	7-12
4461	11	7-12
4462	8.666666667	7-12
4463	3.333333333	3-7
4464	6.666666667	3-7
4465	10	7-12
4466	7.666666667	7-12
4467	10.66666667	7-12
4469	6.666666667	3-7
4470	4.333333333	3-7
4472	11.33333333	7-12
4473	6	3-7
4475	7.333333333	7-12
4476	8.666666667	7-12
4479	9	7-12
4480	14	12+
4481	11.66666667	7-12
4482	7.333333333	7-12
4483	48.33333333	12+
4485	10.33333333	7-12
4487	2.333333333	#NAME?
4488	7.333333333	7-12
4489	6.333333333	3-7
4490	10	7-12
4493	9	7-12
4496	5	3-7
4497	7.333333333	7-12
4499	6	3-7
4500	8	7-12
4501	9.333333333	7-12
4502	14.66666667	12+
4503	7.666666667	7-12
4504	8.333333333	7-12
4505	3	#NAME?
4506	9	7-12
4507	15.33333333	12+
4508	10.33333333	7-12
4509	9.333333333	7-12
4510	13.33333333	12+
4511	3.666666667	3-7
4512	9.333333333	7-12
4513	16	12+
4514	6	3-7
4516	18.66666667	12+
4517	13.33333333	12+
4518	9.333333333	7-12
4519	5.333333333	3-7
4520	11	7-12
4524	9.333333333	7-12
4525	10.33333333	7-12
4526	8.666666667	7-12
4527	13	12+
4528	7.333333333	7-12
4530	11.33333333	7-12
4531	10	7-12
4532	5.666666667	3-7
4533	6.333333333	3-7
4534	9	7-12
4535	7	3-7
4536	2.666666667	#NAME?
4537	19	12+
4538	20	12+
4539	23.33333333	12+
4541	9.333333333	7-12
4542	3.333333333	3-7
4543	7.666666667	7-12
4544	5	3-7
4546	11	7-12
4547	8	7-12
4549	9	7-12
4550	14.33333333	12+
4551	3	#NAME?
4552	4	3-7
4553	9.666666667	7-12
4555	12.33333333	12+
4556	7.333333333	7-12
4557	18.66666667	12+
4558	6	3-7
4559	2	#NAME?
4560	16	12+
4561	6.666666667	3-7
4562	19	12+
4563	10	7-12
4564	3	#NAME?
4565	14.33333333	12+
4567	10.33333333	7-12
4568	12	7-12
4569	7.666666667	7-12
4570	7.666666667	7-12
4571	11.66666667	7-12
4572	19	12+
4573	8.666666667	7-12
4574	16	12+
4575	15.66666667	12+
4576	7	3-7
4577	7.333333333	7-12
4579	5.666666667	3-7
4581	5.333333333	3-7
4583	8.333333333	7-12
4584	9.333333333	7-12
4585	7.333333333	7-12
4586	11.33333333	7-12
4588	3.333333333	3-7
4589	2.333333333	#NAME?
4590	7.666666667	7-12
4592	11.66666667	7-12
4593	10	7-12
4594	13.33333333	12+
4596	10.33333333	7-12
4597	9.666666667	7-12
4598	13	12+
4599	12.33333333	12+
4601	7.333333333	7-12
4602	10.33333333	7-12
4605	9	7-12
4606	9	7-12
4608	15.66666667	12+
4609	8.666666667	7-12
4610	7.333333333	7-12
4611	6.666666667	3-7
4612	4.333333333	3-7
4613	7.666666667	7-12
4615	6	3-7
4616	13	12+
4617	6	3-7
4618	15	12+
4619	9.666666667	7-12
4620	6	3-7
4622	6.666666667	3-7
4623	15	12+
4624	9	7-12
4626	7.333333333	7-12
4627	6.666666667	3-7
4628	5.666666667	3-7
4629	10.33333333	7-12
4631	20	12+
4632	10.33333333	7-12
4634	13.66666667	12+
4635	8	7-12
4636	3.333333333	3-7
4638	7.333333333	7-12
4639	5.333333333	3-7
4640	10.33333333	7-12
4642	15	12+
4643	8.333333333	7-12
4644	6	3-7
4645	8.333333333	7-12
4646	9	7-12
4647	8	7-12
4648	11	7-12
4649	18.66666667	12+
4650	7.333333333	7-12
4651	3.666666667	3-7
4652	14	12+
4653	9.333333333	7-12
4654	11.33333333	7-12
4655	8.333333333	7-12
4657	10.33333333	7-12
4658	8.666666667	7-12
4659	8.333333333	7-12
4660	9.666666667	7-12
4661	6.666666667	3-7
4662	8.333333333	7-12
4663	10.66666667	7-12
4664	11	7-12
4665	8	7-12
4666	12.33333333	12+
4667	9.666666667	7-12
4668	12	7-12
4669	2.666666667	#NAME?
4670	8.333333333	7-12
4671	6.666666667	3-7
4672	10.66666667	7-12
4673	11.33333333	7-12
4674	22	12+
4675	6	3-7
4676	8.333333333	7-12
4678	3.333333333	3-7
4679	9.333333333	7-12
4681	40.33333333	12+
4682	12.66666667	12+
4683	6.333333333	3-7
4684	10.33333333	7-12
4686	7	3-7
4687	15.33333333	12+
4688	8	7-12
4689	7.666666667	7-12
4690	11	7-12
4691	12.66666667	12+
4693	9.666666667	7-12
4694	11.33333333	7-12
4696	7.666666667	7-12
4697	17	12+
4698	7.666666667	7-12
4699	14.66666667	12+
4700	6.333333333	3-7
4702	9.333333333	7-12
4704	7	3-7
4705	7	3-7
4706	9.333333333	7-12
4707	6	3-7
4708	7.666666667	7-12
4709	9.333333333	7-12
4710	11	7-12
4712	7	3-7
4713	8.333333333	7-12
4714	5	3-7
4715	7	3-7
4716	13.66666667	12+
4717	7.666666667	7-12
4718	5	3-7
4719	7	3-7
4721	5.333333333	3-7
4722	8.333333333	7-12
4723	10.66666667	7-12
4724	8.666666667	7-12
4726	8	7-12
4727	7.333333333	7-12
4728	7	3-7
4729	6.333333333	3-7
4730	11.66666667	7-12
4731	7	3-7
4732	10.33333333	7-12
4733	14.66666667	12+
4734	6	3-7
4735	10.66666667	7-12
4736	10.33333333	7-12
4737	5.666666667	3-7
4738	2	#NAME?
4739	10.66666667	7-12
4742	8.666666667	7-12
4743	7	3-7
4744	19.66666667	12+
4746	8.666666667	7-12
4747	15.66666667	12+
4748	11	7-12
4749	8.666666667	7-12
4750	9.333333333	7-12
4751	9	7-12
4752	9.333333333	7-12
4754	10	7-12
4756	7.333333333	7-12
4757	7.666666667	7-12
4758	13	12+
4760	13.66666667	12+
4764	8.333333333	7-12
4765	9.333333333	7-12
4766	11.66666667	7-12
4767	8	7-12
4768	11	7-12
4769	9	7-12
4770	7.666666667	7-12
4771	11	7-12
4772	32.33333333	12+
4775	5.666666667	3-7
4777	31.33333333	12+
4778	9.333333333	7-12
4780	6.333333333	3-7
4781	11.33333333	7-12
4782	11	7-12
4783	8	7-12
4784	7.333333333	7-12
4785	7.666666667	7-12
4786	10.66666667	7-12
4788	7	3-7
4789	16.66666667	12+
4791	6.333333333	3-7
4792	11.66666667	7-12
4793	5	3-7
4795	10.66666667	7-12
4797	5.333333333	3-7
4798	7.666666667	7-12
4799	2.333333333	#NAME?
4800	7.666666667	7-12
4801	14.66666667	12+
4804	20.66666667	12+
4805	6.666666667	3-7
4806	11	7-12
4808	9.333333333	7-12
4809	6	3-7
4810	4.666666667	3-7
4812	7	3-7
4813	10	7-12
4815	7.666666667	7-12
4816	8.333333333	7-12
4817	9.666666667	7-12
4818	2.666666667	#NAME?
4820	9	7-12
4822	8	7-12
4823	2.666666667	#NAME?
4825	15.66666667	12+
4826	8.666666667	7-12
4827	13	12+
4828	9.333333333	7-12
4829	3.333333333	3-7
4831	12.33333333	12+
4832	2.333333333	#NAME?
4834	9.333333333	7-12
4836	9.333333333	7-12
4837	11.33333333	7-12
4838	20	12+
4839	7	3-7
4840	4.666666667	3-7
4841	6	3-7
4844	7	3-7
4845	10	7-12
4846	9.333333333	7-12
4847	7.666666667	7-12
4848	9	7-12
4851	11	7-12
4852	15.66666667	12+
4854	9	7-12
4855	15	12+
4856	41.66666667	12+
4857	10.66666667	7-12
4858	7.666666667	7-12
4861	9.666666667	7-12
4862	11	7-12
4863	22.66666667	12+
4866	6	3-7
4867	8.333333333	7-12
4868	8.666666667	7-12
4869	9	7-12
4870	10.66666667	7-12
4872	14	12+
4873	3.666666667	3-7
4874	8.666666667	7-12
4875	7.333333333	7-12
4876	7.666666667	7-12
4877	7	3-7
4878	10.33333333	7-12
4879	7.666666667	7-12
4880	11.33333333	7-12
4881	19.33333333	12+
4882	9	7-12
4883	7.333333333	7-12
4884	5	3-7
4885	10	7-12
4886	6.333333333	3-7
4888	6	3-7
4889	6.333333333	3-7
4890	11.66666667	7-12
4891	10.33333333	7-12
4892	13.66666667	12+
4893	9.666666667	7-12
4895	9.333333333	7-12
